Year,Adjustments On Amalgamation Merger Demerger Others,Asset Turnover Ratio (%),Basic EPS (Rs.),Bonus Equity Share Capital,Book Value [ExclRevalReserve]/Share (Rs.),Book Value [InclRevalReserve]/Share (Rs.),Capital Goods,Capital Work-In-Progress,Cash And Cash Equivalents,Cash And Cash Equivalents Begin of Year,Cash And Cash Equivalents End Of Year,Cash EPS (Rs.),Cash Earnings Retention Ratio (%),Close,Contingent Liabilities,Current Investments,Current Ratio (X),Deferred Tax Assets [Net],Deferred Tax Liabilities [Net],Diluted EPS (Rs.),Dividend / Share(Rs.),Dividend Payout Ratio (CP) (%),Dividend Payout Ratio (NP) (%),Dividend Remittance In Foreign Currency,EV/EBITDA (X),EV/Net Operating Revenue (X),Earnings Retention Ratio (%),Earnings Yield,Employees Cost,Enterprise Value (Cr.),Equity Share Capital,Expenditure In Foreign Currency,Fixed Assets,Foreign Exchange Gains / Losses,Intangible Assets,Interest,Inventories,Inventory Turnover Ratio (X),Long Term Borrowings,Long Term Loans And Advances,Long Term Provisions,MarketCap/Net Operating Revenue (X),Net Cash Used From Financing Activities,Net Cash Used In Investing Activities,Net CashFlow From Operating Activities,Net Inc/Dec In Cash And Cash Equivalents,Net Profit Margin (%),Net Profit/(Loss) For the Period,Net Profit/Loss Before Extraordinary Items And Tax,Net Profit/Share (Rs.),Non-Current Investments,Non-Current Investments Unquoted Book Value,Other Assets,Other Current Liabilities,Other Expenses,Other Income,Other Long Term Liabilities,Other Non-Current Assets,OtherCurrentAssets,P/L After Tax from Ordinary Activities,P/L Before Exceptional Items & Tax,"P/L Before Int., Excpt. Items & Tax","P/L Before Other Inc. , Int., Excpt. Items & Tax",P/L Before Tax,PBDIT Margin (%),PBDIT/Share (Rs.),PBIT Margin (%),PBIT/Share (Rs.),PBT Margin (%),PBT/Share (Rs.),Price/BV (X),Price/Net Operating Revenue,Quick Ratio (X),Raw Materials,Reserves and Surplus,Retention Ratios (%),Return on Assets (%),Return on Capital Employed (%),Return on Networth / Equity (%),Revenue from Operations/Share (Rs.),Short Term Borrowings,Short Term Loans And Advances,Short Term Provisions,"Stores, Spares And Loose Tools",Tangible Assets,Tax,Total Assets,Total Capital And Liabilities,Total Current Assets,Total Current Liabilities,Total Debt/Equity (X),Total Income From Operations,Total Non-Current Assets,Total Non-Current Liabilities,Total Reserves and Surplus,Total Share Capital,Total Shareholders Funds,Trade Payables,Trade Receivables,Trade/Other Goods,depreciat
Dec-09,0,70.86,14.88,81.69,52.04,52.04,108.03,417.56,1365.83,686.88,1365.83,18.64,62.41,92.82499695,3317.46,0,1.47,227.45,1.45,14.88,7,37.59,47.08,110.65,7.88,2.48,52.92,0.08,478.92,11594.44,134.7,702.29,1274.54,0,248.12,36.07,87.01,53.73,26.89,0,0,2.66,-215.82,306.83,587.94,678.95,21.33,255.44,1193.92,14.88,562.75,562.75,0,854.83,407.54,45.51,0,0,143.1,255.44,269.29,305.36,259.85,269.29,31.46,21.95,26.08,18.19,25.53,17.81,3.57,2.66,1.44,0,3353.72,52.91,15.11,28.36,28.59,69.75,486.84,1447.42,377.95,0,608.86,13.85,6597.36,6597.36,4532.62,3080.78,0.15,1213.71,2064.74,28.34,3353.72,134.05,3487.77,1361.16,1489.26,0,67.4
Mar-10,0,59.81,15.56,81.69,72.68,72.68,114.91,477.2,989.43,144,64.84,19.6,79.69,89.59999847,2505.21,0,1.87,107.69,1.53,15.56,4,20.31,25.58,48.58,16.51,4.96,74.42,0.04,592.13,25177.37,135.22,688.5,1421.03,-2.69,311.55,24.61,12.04,421.82,1030.51,0,0,4.88,583.38,-1399.11,739.26,-79.16,20.79,262.57,1152.82,15.56,2233.2,2233.2,0,531.93,218.21,34.06,0,0,190.9,262.57,288.73,313.34,279.28,288.73,30.01,22.46,24.62,18.42,22.69,16.98,5.02,4.88,1.87,0,4798.09,74.41,12.43,17.69,21.4,74.82,366.88,1451.87,433.6,0,632.28,26.16,8490.86,8490.86,4728.94,2522.96,0.28,1287.11,3761.92,1032.04,4798.09,135.76,4933.85,1190.55,2084.7,0,64.73
Jun-10,0,59.81,15.56,81.69,72.68,72.68,114.91,477.2,989.43,144,64.84,19.6,79.69,91.03749847,2505.21,0,1.87,107.69,1.53,15.56,4,20.31,25.58,48.58,16.51,4.96,74.42,0.04,619.88,25177.37,135.76,688.5,1421.03,-2.69,311.55,25.45,12.04,421.82,1030.51,0,0,4.88,583.38,-1399.11,739.26,-79.16,20.79,237.82,1152.82,15.56,2233.2,2233.2,0,531.93,397.76,35.61,0,0,190.9,237.82,249.7,275.15,239.54,249.7,30.01,22.46,24.62,18.42,22.69,16.98,5.02,4.88,1.87,0,4798.09,74.41,12.43,17.69,21.4,74.82,366.88,1451.87,433.6,0,632.28,11.88,8490.86,8490.86,4728.94,2522.96,0.28,1330.61,3761.92,1032.04,4798.09,135.76,4933.85,1190.55,2084.7,0,73.43
Sep-10,0,59.81,15.56,81.69,72.68,72.68,114.91,477.2,989.43,144,64.84,19.6,79.69,105.1875,2505.21,0,1.87,107.69,1.53,15.56,4,20.31,25.58,48.58,16.51,4.96,74.42,0.04,766.82,25177.37,136,688.5,1421.03,-2.69,311.55,26.29,12.04,421.82,1030.51,0,0,4.88,583.38,-1399.11,739.26,-79.16,20.79,194.88,1152.82,15.56,2233.2,2233.2,0,531.93,453.18,42.02,0,0,190.9,194.88,220.62,246.91,204.89,220.62,30.01,22.46,24.62,18.42,22.69,16.98,5.02,4.88,1.87,0,4798.09,74.41,12.43,17.69,21.4,74.82,366.88,1451.87,433.6,0,632.28,25.74,8490.86,8490.86,4728.94,2522.96,0.28,1498.32,3761.92,1032.04,4798.09,135.76,4933.85,1190.55,2084.7,0,73.43
Dec-10,0,59.81,15.56,81.69,72.68,72.68,114.91,477.2,989.43,144,64.84,19.6,79.69,114.0625,2505.21,0,1.87,107.69,1.53,15.56,4,20.31,25.58,48.58,16.51,4.96,74.42,0.04,830.23,25177.37,136.81,688.5,1421.03,-2.69,311.55,25.41,12.04,421.82,1030.51,0,0,4.88,583.38,-1399.11,739.26,-79.16,20.79,285.97,1152.82,15.56,2233.2,2233.2,0,531.93,451.11,38.53,0,0,190.9,285.97,308.69,334.1,295.57,308.69,30.01,22.46,24.62,18.42,22.69,16.98,5.02,4.88,1.87,0,4798.09,74.41,12.43,17.69,21.4,74.82,366.88,1451.87,433.6,0,632.28,22.72,8490.86,8490.86,4728.94,2522.96,0.28,1649.06,3761.92,1032.04,4798.09,135.76,4933.85,1190.55,2084.7,0,72.15
Mar-11,0,74.95,17.53,81.69,85.06,85.06,193.06,518.69,953.7,64.84,167.7,21.63,65.47,119.4875031,2701.38,412.63,1.91,133.06,0,17.18,7.5,34.53,42.93,78.51,20.13,4.99,57.07,0.04,830.92,33877.6,137.15,579.73,1814.62,1.08,107.4,24.51,124.97,54.37,847.11,538.89,100.72,5,-882.58,-535.03,1519.39,102.86,17.63,331.81,1289.88,17.4,2240.65,2145.72,0,1323.2,498.58,37.86,92.05,205.01,553.21,260.02,312.04,336.55,298.69,312.04,24.76,24.43,20.47,20.2,18.98,18.73,5.8,5,1.85,0,5720.41,57.06,13.21,17.36,20.45,98.66,0.29,430.8,502.12,0,1188.53,52.02,9064.8,9064.8,4132.57,2165.77,0.14,1697.73,4932.23,1039.88,5720.41,137.74,5858.15,340.16,1657.26,0,69.54
Jun-11,0,74.95,17.53,81.69,85.06,85.06,193.06,518.69,953.7,64.84,167.7,21.63,65.47,123.6875,2701.38,412.63,1.91,133.06,0,17.18,7.5,34.53,42.93,78.51,20.13,4.99,57.07,0.04,831.12,33877.6,137.74,579.73,1814.62,1.08,107.4,25.19,124.97,54.37,847.11,538.89,100.72,5,-882.58,-535.03,1519.39,102.86,17.63,385.59,1289.88,17.4,2240.65,2145.72,0,1323.2,615.41,47.12,92.05,205.01,553.21,385.59,448.51,473.7,426.58,448.51,24.76,24.43,20.47,20.2,18.98,18.73,5.8,5,1.85,0,5720.41,57.06,13.21,17.36,20.45,98.66,0.29,430.8,502.12,0,1188.53,62.92,9064.8,9064.8,4132.57,2165.77,0.14,1949.36,4932.23,1039.88,5720.41,137.74,5858.15,340.16,1657.26,0,76.25
Sep-11,0,74.95,17.53,81.69,85.06,85.06,193.06,518.69,953.7,64.84,167.7,21.63,65.47,102.2874985,2701.38,412.63,1.91,133.06,0,17.18,7.5,34.53,42.93,78.51,20.13,4.99,57.07,0.04,931.22,33877.6,137.96,579.73,1814.62,1.08,107.4,22.29,124.97,54.37,847.11,538.89,100.72,5,-882.58,-535.03,1519.39,102.86,17.63,397.55,1289.88,17.4,2240.65,2145.72,0,1323.2,516.95,49.55,92.05,205.01,553.21,397.55,476.23,498.52,448.97,476.23,24.76,24.43,20.47,20.2,18.98,18.73,5.8,5,1.85,0,5720.41,57.06,13.21,17.36,20.45,98.66,0.29,430.8,502.12,0,1188.53,78.68,9064.8,9064.8,4132.57,2165.77,0.14,1979.22,4932.23,1039.88,5720.41,137.74,5858.15,340.16,1657.26,0,82.08
Dec-11,0,74.95,17.53,81.69,85.06,85.06,193.06,518.69,953.7,64.84,167.7,21.63,65.47,96.98750305,2701.38,412.63,1.91,133.06,0,17.18,7.5,34.53,42.93,78.51,20.13,4.99,57.07,0.04,991.59,33877.6,138.15,579.73,1814.62,1.08,107.4,22.14,124.97,54.37,847.11,538.89,100.72,5,-882.58,-535.03,1519.39,102.86,17.63,493.97,1289.88,17.4,2240.65,2145.72,0,1323.2,516,25.35,92.05,205.01,553.21,493.97,600.54,622.68,597.33,600.54,24.76,24.43,20.47,20.2,18.98,18.73,5.8,5,1.85,0,5720.41,57.06,13.21,17.36,20.45,98.66,0.29,430.8,502.12,0,1188.53,106.57,9064.8,9064.8,4132.57,2165.77,0.14,2191.18,4932.23,1039.88,5720.41,137.74,5858.15,340.16,1657.26,0,86.26
Mar-12,0,81.89,28.23,81.69,95.25,95.25,200.28,549.55,1041.2,167.7,134.69,33.23,63.95,120.8125,3644.36,364.28,1.45,237.15,0,27.72,12,36.05,42.58,120.66,11.62,3.67,57.42,0.06,989.06,32672.62,138.47,884.04,2163.26,-13.23,61.32,28.92,99.99,89.08,525.65,621.67,163.18,3.71,-837.12,-1342.76,2160.1,-33.01,21.89,400.15,2360.74,28.13,2933.67,2839.03,0,1883.84,595.87,31.55,349.63,242.57,752.11,400.15,492.58,521.5,489.95,492.58,31.55,40.55,27.59,35.45,26.5,34.05,5,3.71,1.42,0,6465.15,57.41,17.93,25.51,29.53,128.48,173.22,428.71,794.61,0,1552.39,92.43,10877.03,10877.03,4678.71,3231.99,0.11,2164.72,6198.32,1038.46,6465.15,138.66,6603.81,380.32,1992.42,0,89.84
Jun-12,0,81.89,28.23,81.69,95.25,95.25,200.28,549.55,1041.2,167.7,134.69,33.23,63.95,119.1125031,3644.36,364.28,1.45,237.15,0,27.72,12,36.05,42.58,120.66,11.62,3.67,57.42,0.06,1011.19,32672.62,138.66,884.04,2163.26,-13.23,61.32,23.92,99.99,89.08,525.65,621.67,163.18,3.71,-837.12,-1342.76,2160.1,-33.01,21.89,658.75,2360.74,28.13,2933.67,2839.03,0,1883.84,688.92,38.21,349.63,242.57,752.11,658.75,791.39,815.31,777.1,791.39,31.55,40.55,27.59,35.45,26.5,34.05,5,3.71,1.42,0,6465.15,57.41,17.93,25.51,29.53,128.48,173.22,428.71,794.61,0,1552.39,132.64,10877.03,10877.03,4678.71,3231.99,0.11,2572.1,6198.32,1038.46,6465.15,138.66,6603.81,380.32,1992.42,0,94.89
Sep-12,0,81.89,28.23,81.69,95.25,95.25,200.28,549.55,1041.2,167.7,134.69,33.23,63.95,144.3625031,3644.36,364.28,1.45,237.15,0,27.72,12,36.05,42.58,120.66,11.62,3.67,57.42,0.06,1113.4,32672.62,138.81,884.04,2163.26,-13.23,61.32,22.84,99.99,89.08,525.65,621.67,163.18,3.71,-837.12,-1342.76,2160.1,-33.01,21.89,699.84,2360.74,28.13,2933.67,2839.03,0,1883.84,637.96,43.7,349.63,242.57,752.11,699.84,865.66,888.5,844.8,865.66,31.55,40.55,27.59,35.45,26.5,34.05,5,3.71,1.42,0,6465.15,57.41,17.93,25.51,29.53,128.48,173.22,428.71,794.61,0,1552.39,165.82,10877.03,10877.03,4678.71,3231.99,0.11,2696.72,6198.32,1038.46,6465.15,138.66,6603.81,380.32,1992.42,0,100.56
Dec-12,0,81.89,28.23,81.69,95.25,95.25,200.28,549.55,1041.2,167.7,134.69,33.23,63.95,154.6750031,3644.36,364.28,1.45,237.15,0,27.72,12,36.05,42.58,120.66,11.62,3.67,57.42,0.06,1096.06,32672.62,138.91,884.04,2163.26,-13.23,61.32,19.66,99.99,89.08,525.65,621.67,163.18,3.71,-837.12,-1342.76,2160.1,-33.01,21.89,724.72,2360.74,28.13,2933.67,2839.03,0,1883.84,644.13,39.92,349.63,242.57,752.11,724.72,942.45,962.11,922.19,942.45,31.55,40.55,27.59,35.45,26.5,34.05,5,3.71,1.42,0,6465.15,57.41,17.93,25.51,29.53,128.48,173.22,428.71,794.61,0,1552.39,217.73,10877.03,10877.03,4678.71,3231.99,0.11,2766.22,6198.32,1038.46,6465.15,138.66,6603.81,380.32,1992.42,0,103.84
Mar-13,21.6,78.43,53.32,81.69,146.84,146.84,133.95,488.19,2808.83,134.69,155.81,59.51,79.86,198.75,4186.27,445.98,1.88,376.69,0,52.45,12,20.14,22.54,120.06,10.44,4.15,77.46,0.07,1143.56,51888.84,139.22,1131.64,2442.37,-9.78,57.23,19.96,81.84,152.95,532.66,764.09,165.98,4.32,-1175.37,-2985.48,4170.15,21.12,29.59,832.96,4451.2,53.16,3609.72,3559.72,0,2978.45,760.24,60.37,436.92,132.7,1076.39,832.96,977.46,997.42,937.05,977.46,39.69,71.31,36.16,64.97,36.3,65.22,5.29,4.32,1.86,0,10093.36,77.45,23.21,32.57,36.2,179.63,82.48,1511.51,1191.81,0,1896.95,144.5,15959.33,15959.33,8633.76,4586.03,0.06,2943.69,7325.57,1135.56,10093.36,139.37,10232.73,333.29,2709.21,0,102.84
Jun-13,21.6,78.43,53.32,81.69,146.84,146.84,133.95,488.19,2808.83,134.69,155.81,59.51,79.86,194,4186.27,445.98,1.88,376.69,0,52.45,12,20.14,22.54,120.06,10.44,4.15,77.46,0.07,1275.59,51888.84,139.37,1131.64,2442.37,-9.78,57.23,14,81.84,152.95,532.66,764.09,165.98,4.32,-1175.37,-2985.48,4170.15,21.12,29.59,1447.21,4451.2,53.16,3609.72,3559.72,0,2978.45,1195.82,174.51,436.92,132.7,1076.39,1447.21,1665.63,1679.63,1505.12,1759.17,39.69,71.31,36.16,64.97,36.3,65.22,5.29,4.32,1.86,0,10093.36,77.45,23.21,32.57,36.2,179.63,82.48,1511.51,1191.81,0,1896.95,311.96,15959.33,15959.33,8633.76,4586.03,0.06,4111.19,7325.57,1135.56,10093.36,139.37,10232.73,333.29,2709.21,0,134.66
Sep-13,21.6,78.43,53.32,81.69,146.84,146.84,133.95,488.19,2808.83,134.69,155.81,59.51,79.86,271.7999878,4186.27,445.98,1.88,376.69,0,52.45,12,20.14,22.54,120.06,10.44,4.15,77.46,0.07,1286.78,51888.84,139.56,1131.64,2442.37,-9.78,57.23,18.47,81.84,152.95,532.66,764.09,165.98,4.32,-1175.37,-2985.48,4170.15,21.12,29.59,1290.97,4451.2,53.16,3609.72,3559.72,0,2978.45,934.01,114.27,436.92,132.7,1076.39,1290.97,1594.51,1612.98,1498.71,1594.51,39.69,71.31,36.16,64.97,36.3,65.22,5.29,4.32,1.86,0,10093.36,77.45,23.21,32.57,36.2,179.63,82.48,1511.51,1191.81,0,1896.95,303.54,15959.33,15959.33,8633.76,4586.03,0.06,3843.81,7325.57,1135.56,10093.36,139.37,10232.73,333.29,2709.21,0,124.31
Dec-13,21.6,78.43,53.32,81.69,146.84,146.84,133.95,488.19,2808.83,134.69,155.81,59.51,79.86,315.6375122,4186.27,445.98,1.88,376.69,0,52.45,12,20.14,22.54,120.06,10.44,4.15,77.46,0.07,1261.07,51888.84,139.77,1131.64,2442.37,-9.78,57.23,21.54,81.84,152.95,532.66,764.09,165.98,4.32,-1175.37,-2985.48,4170.15,21.12,29.59,1297.87,4451.2,53.16,3609.72,3559.72,0,2978.45,1012.66,139.65,436.92,132.7,1076.39,1297.87,1560.48,1582.02,1442.37,1560.48,39.69,71.31,36.16,64.97,36.3,65.22,5.29,4.32,1.86,0,10093.36,77.45,23.21,32.57,36.2,179.63,82.48,1511.51,1191.81,0,1896.95,262.61,15959.33,15959.33,8633.76,4586.03,0.06,3836.21,7325.57,1135.56,10093.36,139.37,10232.73,333.29,2709.21,0,120.11
Mar-14,0,75.62,85.66,81.69,224.94,224.94,138.25,518.5,7911.08,155.81,240.73,92.5,89.19,347.6749878,3519.61,556.29,2.62,311.79,0,84.51,10,10.81,11.7,191.95,12.16,5.87,88.3,0.06,1269.09,96904.12,139.88,1419.4,2967.07,-9.09,44.27,19.18,15.54,1061.61,27.45,836.78,175.28,6.35,-1397.67,-4655.54,6147.22,84.92,36.27,1412.54,7397.66,85.49,3559.72,3559.72,0,4006.16,1065.65,169.93,515.43,132.62,1315.1,1412.54,1742.88,1762.06,1592.13,1742.88,48.31,113.86,45.33,106.85,44.84,105.68,6.65,6.35,2.62,0,15605.61,88.29,27.43,36.33,38,235.68,29.25,984.32,915.2,0,2404.3,330.34,21814.5,21814.5,14006.52,5343.08,0,4045.91,7807.98,718.16,15605.61,140,15745.61,392.47,3224.19,0,119.04
Jun-14,0,75.62,85.66,81.69,224.94,224.94,138.25,518.5,7911.08,155.81,240.73,92.5,89.19,375.0375061,3519.61,556.29,2.62,311.79,0,84.51,10,10.81,11.7,191.95,12.16,5.87,88.3,0.06,1307.01,96904.12,140,1419.4,2967.07,-9.09,44.27,22.46,15.54,1061.61,27.45,836.78,175.28,6.35,-1397.67,-4655.54,6147.22,84.92,36.27,1983.24,7397.66,85.49,3559.72,3559.72,0,4006.16,1050.21,235.27,515.43,132.62,1315.1,1983.24,2499.79,2522.25,2286.98,2499.79,48.31,113.86,45.33,106.85,44.84,105.68,6.65,6.35,2.62,0,15605.61,88.29,27.43,36.33,38,235.68,29.25,984.32,915.2,0,2404.3,516.55,21814.5,21814.5,14006.52,5343.08,0,4771.44,7807.98,718.16,15605.61,140,15745.61,392.47,3224.19,0,127.24
Sep-14,0,75.62,85.66,81.69,224.94,224.94,138.25,518.5,7911.08,155.81,240.73,92.5,89.19,428.6875,3519.61,556.29,2.62,311.79,0,84.51,10,10.81,11.7,191.95,12.16,5.87,88.3,0.06,1368.13,96904.12,140.26,1419.4,2967.07,-9.09,44.27,21.49,15.54,1061.61,27.45,836.78,175.28,6.35,-1397.67,-4655.54,6147.22,84.92,36.27,1682.56,7397.66,85.49,3559.72,3559.72,0,4006.16,888.87,365.08,515.43,132.62,1315.1,1682.56,2071.64,2093.13,1728.05,2071.64,48.31,113.86,45.33,106.85,44.84,105.68,6.65,6.35,2.62,0,15605.61,88.29,27.43,36.33,38,235.68,29.25,984.32,915.2,0,2404.3,389.08,21814.5,21814.5,14006.52,5343.08,0,4054.4,7807.98,718.16,15605.61,140,15745.61,392.47,3224.19,0,69.35
Dec-14,0,75.62,85.66,81.69,224.94,224.94,138.25,518.5,7911.08,155.81,240.73,92.5,89.19,399.2250061,3519.61,556.29,2.62,311.79,0,84.51,10,10.81,11.7,191.95,12.16,5.87,88.3,0.06,1457.59,96904.12,140.47,1419.4,2967.07,-9.09,44.27,12.47,15.54,1061.61,27.45,836.78,175.28,6.35,-1397.67,-4655.54,6147.22,84.92,36.27,1663.47,7397.66,85.49,3559.72,3559.72,0,4006.16,924.99,253.08,515.43,132.62,1315.1,1663.47,2033.34,2045.81,1792.73,2033.34,48.31,113.86,45.33,106.85,44.84,105.68,6.65,6.35,2.62,0,15605.61,88.29,27.43,36.33,38,235.68,29.25,984.32,915.2,0,2404.3,369.87,21814.5,21814.5,14006.52,5343.08,0,4247.59,7807.98,718.16,15605.61,140,15745.61,392.47,3224.19,0,72.28
Mar-15,0,68.84,45.17,222.26,138.02,138.02,142.75,543.95,8829.41,240.73,432.73,47.27,64.11,490.2000122,1222.24,624.73,3.23,217.88,0,44.91,30,35.89,37.59,407.78,14.98,7.04,62.41,0.05,1535.66,120697.44,281.14,1535.76,3608.18,-20.42,39.25,12.21,83.65,205.06,27.22,1106.39,198.77,7.55,-3360.21,-1763.04,5335.67,192,36.99,1564.74,7698.54,45.13,3500.23,3500.23,0,3643.67,1101.37,251.97,282.94,308.1,1400.51,1564.74,1914.16,1926.37,1674.4,1914.16,46.98,57.32,45.23,55.19,44.88,54.75,6.67,7.55,3.22,0,19124.53,62.4,25.47,31.86,32.7,122,0,1657.7,888.13,58.28,3024.98,349.42,24915.06,24915.06,16174.28,5000.38,0,4385.95,8740.78,508.93,19124.53,281.2,19405.73,468.58,3578.28,58.28,74.52
Jun-15,0,68.84,45.17,222.26,138.02,138.02,142.75,543.95,8829.41,240.73,432.73,47.27,64.11,459.875,1222.24,624.73,3.23,217.88,0,44.91,30,35.89,37.59,407.78,14.98,7.04,62.41,0.05,1563.24,120697.44,281.2,1535.76,3608.18,-20.42,39.25,14.47,83.65,205.06,27.22,1106.39,198.77,7.55,-3360.21,-1763.04,5335.67,192,36.99,1435.17,7698.54,45.13,3500.23,3500.23,0,3643.67,1243.3,204.61,282.94,308.1,1400.51,1435.17,1679.39,1693.86,1489.25,1679.39,46.98,57.32,45.23,55.19,44.88,54.75,6.67,7.55,3.22,0,19124.53,62.4,25.47,31.86,32.7,122,0,1657.7,888.13,58.28,3024.98,244.22,24915.06,24915.06,16174.28,5000.38,0,4465.5,8740.78,508.93,19124.53,281.2,19405.73,468.58,3578.28,58.28,83.77
Sep-15,0,68.84,45.17,222.26,138.02,138.02,142.75,543.95,8829.41,240.73,432.73,47.27,64.11,491.0750122,1222.24,624.73,3.23,217.88,0,44.91,30,35.89,37.59,407.78,14.98,7.04,62.41,0.05,1635.14,120697.44,281.25,1535.76,3608.18,-20.42,39.25,16.65,83.65,205.06,27.22,1106.39,198.77,7.55,-3360.21,-1763.04,5335.67,192,36.99,1399.29,7698.54,45.13,3500.23,3500.23,0,3643.67,1115.68,268.11,282.94,308.1,1400.51,1399.29,1742.9,1759.55,1491.44,1742.9,46.98,57.32,45.23,55.19,44.88,54.75,6.67,7.55,3.22,0,19124.53,62.4,25.47,31.86,32.7,122,0,1657.7,888.13,58.28,3024.98,343.61,24915.06,24915.06,16174.28,5000.38,0,4350.15,8740.78,508.93,19124.53,281.2,19405.73,468.58,3578.28,58.28,88.38
Dec-15,0,68.84,45.17,222.26,138.02,138.02,142.75,543.95,8829.41,240.73,432.73,47.27,64.11,427.5499878,1222.24,624.73,3.23,217.88,0,44.91,30,35.89,37.59,407.78,14.98,7.04,62.41,0.05,1651.37,120697.44,281.86,1535.76,3608.18,-20.42,39.25,14.74,83.65,205.06,27.22,1106.39,198.77,7.55,-3360.21,-1763.04,5335.67,192,36.99,1649.66,7698.54,45.13,3500.23,3500.23,0,3643.67,1010.95,361.13,282.94,308.1,1400.51,1649.66,2039.11,2053.85,1692.72,2039.11,46.98,57.32,45.23,55.19,44.88,54.75,6.67,7.55,3.22,0,19124.53,62.4,25.47,31.86,32.7,122,0,1657.7,888.13,58.28,3024.98,389.45,24915.06,24915.06,16174.28,5000.38,0,4471.85,8740.78,508.93,19124.53,281.2,19405.73,468.58,3578.28,58.28,95.71
